MeasureItem;Month;Year;Category;Country;MeasureItemID;CreationDate;Representativity;ProvidedValue;ProvidedValueCode
Monthly Domestic Values;10;2021;Nuclear;BE;B14;12/04/2023 11:27;100;4145.09263;
Monthly Domestic Values;11;2021;Nuclear;BE;B14;12/04/2023 11:27;100;3541.42809;
Monthly Domestic Values;12;2021;Nuclear;BE;B14;12/04/2023 11:27;100;4380.55381;
Monthly Domestic Values;1;2021;Other;BE;B20;12/04/2023 11:27;100;589.83812;
Monthly Domestic Values;2;2021;Other;BE;B20;12/04/2023 11:27;100;503.20039;
Monthly Domestic Values;3;2021;Other;BE;B20;12/04/2023 11:27;100;511.79341;
Monthly Domestic Values;4;2021;Other;BE;B20;12/04/2023 11:27;100;491.24984;
Monthly Domestic Values;5;2021;Other;BE;B20;12/04/2023 11:27;100;479.17775;
Monthly Domestic Values;6;2021;Other;BE;B20;12/04/2023 11:27;100;383.6303;
Monthly Domestic Values;7;2021;Other;BE;B20;12/04/2023 11:27;100;394.03702;
Monthly Domestic Values;8;2021;Other;BE;B20;12/04/2023 11:27;100;427.57679;
Monthly Domestic Values;9;2021;Other;BE;B20;12/04/2023 11:27;100;420.61827;
Monthly Domestic Values;10;2021;Other;BE;B20;12/04/2023 11:27;100;463.40178;
Monthly Domestic Values;11;2021;Other;BE;B20;12/04/2023 11:27;100;435.92277;
Monthly Domestic Values;12;2021;Other;BE;B20;12/04/2023 11:27;100;465.73902;
Monthly Domestic Values;1;2021;Solar;BE;B16;12/04/2023 11:27;100;86.33652;
Monthly Domestic Values;2;2021;Solar;BE;B16;12/04/2023 11:27;100;213.96131;
Monthly Domestic Values;3;2021;Solar;BE;B16;12/04/2023 11:27;100;444.92973;
Monthly Domestic Values;4;2021;Solar;BE;B16;12/04/2023 11:27;100;596.47249;
Monthly Domestic Values;5;2021;Solar;BE;B16;12/04/2023 11:27;100;629.834;
Monthly Domestic Values;6;2021;Solar;BE;B16;12/04/2023 11:27;100;654.65988;
Monthly Domestic Values;7;2021;Solar;BE;B16;12/04/2023 11:27;100;596.58893;
Monthly Domestic Values;8;2021;Solar;BE;B16;12/04/2023 11:27;100;517.21848;
Monthly Domestic Values;9;2021;Solar;BE;B16;12/04/2023 11:27;100;475.35444;
Monthly Domestic Values;10;2021;Solar;BE;B16;12/04/2023 11:27;100;273.90721;
Monthly Domestic Values;11;2021;Solar;BE;B16;12/04/2023 11:27;100;125.14618;
Monthly Domestic Values;12;2021;Solar;BE;B16;12/04/2023 11:27;100;63.56571;
Monthly Domestic Values;1;2021;Waste;BE;B17;12/04/2023 11:27;100;192.93249;
Monthly Domestic Values;2;2021;Waste;BE;B17;12/04/2023 11:27;100;164.76865;
Monthly Domestic Values;3;2021;Waste;BE;B17;12/04/2023 11:27;100;178.95729;
Monthly Domestic Values;4;2021;Waste;BE;B17;12/04/2023 11:27;100;172.63532;
Monthly Domestic Values;5;2021;Waste;BE;B17;12/04/2023 11:27;100;158.2089;
Monthly Domestic Values;6;2021;Waste;BE;B17;12/04/2023 11:27;100;124.53805;
Monthly Domestic Values;7;2021;Waste;BE;B17;12/04/2023 11:27;100;171.61801;
Monthly Domestic Values;8;2021;Waste;BE;B17;12/04/2023 11:27;100;166.92676;
Monthly Domestic Values;9;2021;Waste;BE;B17;12/04/2023 11:27;100;142.6539;
Monthly Domestic Values;10;2021;Waste;BE;B17;12/04/2023 11:27;100;169.89125;
Monthly Domestic Values;11;2021;Waste;BE;B17;12/04/2023 11:27;100;168.52164;
Monthly Domestic Values;12;2021;Waste;BE;B17;12/04/2023 11:27;100;183.87238;
Monthly Domestic Values;1;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;734.7768;
Monthly Domestic Values;2;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;814.77838;
Monthly Domestic Values;3;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;608.49352;
Monthly Domestic Values;4;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;485.28942;
Monthly Domestic Values;5;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;462.54999;
Monthly Domestic Values;6;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;214.28783;
Monthly Domestic Values;7;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;405.85737;
Monthly Domestic Values;8;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;533.52525;
Monthly Domestic Values;9;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;331.69488;
Monthly Domestic Values;10;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;806.61348;
Monthly Domestic Values;11;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;590.23627;
Monthly Domestic Values;12;2021;Wind Offshore;BE;B18;12/04/2023 11:27;100;792.50861;
Monthly Domestic Values;1;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;388.3507;
Monthly Domestic Values;2;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;439.6656;
Monthly Domestic Values;3;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;395.34005;
Monthly Domestic Values;4;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;292.29653;
Monthly Domestic Values;5;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;426.98812;
Monthly Domestic Values;6;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;144.9325;
Monthly Domestic Values;7;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;251.98145;
Monthly Domestic Values;8;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;254.49699;
Monthly Domestic Values;9;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;189.31459;
Monthly Domestic Values;10;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;487.96821;
Monthly Domestic Values;11;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;278.00776;
Monthly Domestic Values;12;2021;Wind Onshore;BE;B19;12/04/2023 11:27;100;429.47547;
Monthly Domestic Values;1;2021;Biomass;BG;B01;12/04/2023 11:27;100;22.666;
Monthly Domestic Values;2;2021;Biomass;BG;B01;12/04/2023 11:27;100;19.919;
Monthly Domestic Values;3;2021;Biomass;BG;B01;12/04/2023 11:27;100;21.857;
Monthly Domestic Values;4;2021;Biomass;BG;B01;12/04/2023 11:27;100;21.318;
Monthly Domestic Values;5;2021;Biomass;BG;B01;12/04/2023 11:27;100;21.046;
Monthly Domestic Values;6;2021;Biomass;BG;B01;12/04/2023 11:27;100;20.308;
Monthly Domestic Values;7;2021;Biomass;BG;B01;12/04/2023 11:27;100;20.084;
Monthly Domestic Values;8;2021;Biomass;BG;B01;12/04/2023 11:27;100;20.704;
Monthly Domestic Values;9;2021;Biomass;BG;B01;12/04/2023 11:27;100;22.864;
Monthly Domestic Values;10;2021;Biomass;BG;B01;12/04/2023 11:27;100;20.986;
Monthly Domestic Values;11;2021;Biomass;BG;B01;12/04/2023 11:27;100;14.073;
Monthly Domestic Values;12;2021;Biomass;BG;B01;12/04/2023 11:27;100;23.598;
Monthly Domestic Values;1;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;1356.199;
Monthly Domestic Values;2;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;1165.698;
Monthly Domestic Values;3;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;1423.984;
Monthly Domestic Values;4;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;1573.452;
Monthly Domestic Values;5;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;1304.418;
Monthly Domestic Values;6;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;704.184;
Monthly Domestic Values;7;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;1308.955;
Monthly Domestic Values;8;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;1531.031;
Monthly Domestic Values;9;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;1814.921;
Monthly Domestic Values;10;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;2338.629;
Monthly Domestic Values;11;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;2117.465;
Monthly Domestic Values;12;2021;Fossil Brown coal/Lignite;BG;B02;12/04/2023 11:27;100;2249.615;
Monthly Domestic Values;1;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;292.956;
Monthly Domestic Values;2;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;257.078;
Monthly Domestic Values;3;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;286.574;
Monthly Domestic Values;4;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;221.406;
Monthly Domestic Values;5;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;147.19;
Monthly Domestic Values;6;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;136.122;
Monthly Domestic Values;7;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;154.421;
Monthly Domestic Values;8;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;154.664;
Monthly Domestic Values;9;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;262.886;
Monthly Domestic Values;10;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;240.168;
Monthly Domestic Values;11;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;271.45;
Monthly Domestic Values;12;2021;Fossil Gas;BG;B04;12/04/2023 11:27;100;363.007;
Monthly Domestic Values;1;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;55.201;
Monthly Domestic Values;2;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;42.515;
Monthly Domestic Values;3;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;48.722;
Monthly Domestic Values;4;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;42.292;
Monthly Domestic Values;5;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;47.448;
Monthly Domestic Values;6;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;47.864;
Monthly Domestic Values;7;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;45.106;
Monthly Domestic Values;8;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;45.81;
Monthly Domestic Values;9;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;40.86;
Monthly Domestic Values;10;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;47.133;
Monthly Domestic Values;11;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;44.404;
Monthly Domestic Values;12;2021;Fossil Hard coal;BG;B05;12/04/2023 11:27;100;44.691;
Monthly Domestic Values;1;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;59.879;
Monthly Domestic Values;2;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;45.915;
Monthly Domestic Values;3;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;21.424;
Monthly Domestic Values;4;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;14.959;
Monthly Domestic Values;5;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;19.643;
Monthly Domestic Values;6;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;19.55;
Monthly Domestic Values;7;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;13.974;
Monthly Domestic Values;8;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;11.007;
Monthly Domestic Values;9;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;0.91;
Monthly Domestic Values;10;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;9.501;
Monthly Domestic Values;11;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;2.762;
Monthly Domestic Values;12;2021;Hydro Pumped Storage;BG;B10;12/04/2023 11:27;100;2.1;
Monthly Domestic Values;1;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;141.05;
Monthly Domestic Values;2;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;133.421;
Monthly Domestic Values;3;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;129.632;
Monthly Domestic Values;4;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;208.673;
Monthly Domestic Values;5;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;265.673;
Monthly Domestic Values;6;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;232.289;
Monthly Domestic Values;7;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;129.342;
Monthly Domestic Values;8;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;68.083;
Monthly Domestic Values;9;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;48.779;
Monthly Domestic Values;10;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;77.852;
Monthly Domestic Values;11;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;58.648;
Monthly Domestic Values;12;2021;Hydro Run-of-river and poundage;BG;B11;12/04/2023 11:27;100;108.251;
Monthly Domestic Values;1;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;362.071;
Monthly Domestic Values;2;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;355.085;
Monthly Domestic Values;3;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;369.304;
Monthly Domestic Values;4;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;384.669;
Monthly Domestic Values;5;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;321.224;
Monthly Domestic Values;6;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;269.302;
Monthly Domestic Values;7;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;190.675;
Monthly Domestic Values;8;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;166.876;
Monthly Domestic Values;9;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;148.842;
Monthly Domestic Values;10;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;179.646;
Monthly Domestic Values;11;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;177.53;
Monthly Domestic Values;12;2021;Hydro Water Reservoir;BG;B12;12/04/2023 11:27;100;347.007;
Monthly Domestic Values;1;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1532.036;
Monthly Domestic Values;2;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1421.212;
Monthly Domestic Values;3;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1585.337;
Monthly Domestic Values;4;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1147.325;
Monthly Domestic Values;5;2021;Nuclear;BG;B14;12/04/2023 11:27;100;834.242;
Monthly Domestic Values;6;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1483.847;
Monthly Domestic Values;7;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1539.139;
Monthly Domestic Values;8;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1546.152;
Monthly Domestic Values;9;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1438.578;
Monthly Domestic Values;10;2021;Nuclear;BG;B14;12/04/2023 11:27;100;802.608;
Monthly Domestic Values;11;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1545.385;
Monthly Domestic Values;12;2021;Nuclear;BG;B14;12/04/2023 11:27;100;1611.351;
Monthly Domestic Values;1;2021;Solar;BG;B16;12/04/2023 11:27;100;63.455;
Monthly Domestic Values;2;2021;Solar;BG;B16;12/04/2023 11:27;100;91.361;
Monthly Domestic Values;3;2021;Solar;BG;B16;12/04/2023 11:27;100;113.779;
Monthly Domestic Values;4;2021;Solar;BG;B16;12/04/2023 11:27;100;136.219;
Monthly Domestic Values;5;2021;Solar;BG;B16;12/04/2023 11:27;100;163.684;
Monthly Domestic Values;6;2021;Solar;BG;B16;12/04/2023 11:27;100;145.727;
Monthly Domestic Values;7;2021;Solar;BG;B16;12/04/2023 11:27;100;186.964;
Monthly Domestic Values;8;2021;Solar;BG;B16;12/04/2023 11:27;100;181.409;
Monthly Domestic Values;9;2021;Solar;BG;B16;12/04/2023 11:27;100;134.697;
Monthly Domestic Values;10;2021;Solar;BG;B16;12/04/2023 11:27;100;96.185;
Monthly Domestic Values;11;2021;Solar;BG;B16;12/04/2023 11:27;100;69.102;
Monthly Domestic Values;12;2021;Solar;BG;B16;12/04/2023 11:27;100;46.236;
Monthly Domestic Values;1;2021;Waste;BG;B17;12/04/2023 11:27;100;2.828;
Monthly Domestic Values;2;2021;Waste;BG;B17;12/04/2023 11:27;100;1.989;
Monthly Domestic Values;3;2021;Waste;BG;B17;12/04/2023 11:27;100;2.032;
Monthly Domestic Values;4;2021;Waste;BG;B17;12/04/2023 11:27;100;2.045;
Monthly Domestic Values;5;2021;Waste;BG;B17;12/04/2023 11:27;100;2.182;
Monthly Domestic Values;6;2021;Waste;BG;B17;12/04/2023 11:27;100;1.98;
Monthly Domestic Values;7;2021;Waste;BG;B17;12/04/2023 11:27;100;2.016;
Monthly Domestic Values;8;2021;Waste;BG;B17;12/04/2023 11:27;100;1.85;
Monthly Domestic Values;9;2021;Waste;BG;B17;12/04/2023 11:27;100;1.807;
Monthly Domestic Values;10;2021;Waste;BG;B17;12/04/2023 11:27;100;2.824;
Monthly Domestic Values;11;2021;Waste;BG;B17;12/04/2023 11:27;100;3.163;
Monthly Domestic Values;12;2021;Waste;BG;B17;12/04/2023 11:27;100;3.099;
Monthly Domestic Values;1;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;165.154;
Monthly Domestic Values;2;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;128.944;
Monthly Domestic Values;3;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;153.324;
Monthly Domestic Values;4;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;77.837;
Monthly Domestic Values;5;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;99.479;
Monthly Domestic Values;6;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;85.177;
Monthly Domestic Values;7;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;84.048;
Monthly Domestic Values;8;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;64.334;
Monthly Domestic Values;9;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;94.468;
Monthly Domestic Values;10;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;120.43;
Monthly Domestic Values;11;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;124.957;
Monthly Domestic Values;12;2021;Wind Onshore;BG;B19;12/04/2023 11:27;100;189.988;
Monthly Domestic Values;1;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;637.91948;
Monthly Domestic Values;2;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;490.54245;
Monthly Domestic Values;3;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;602.88053;
Monthly Domestic Values;4;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;422.09274;
Monthly Domestic Values;5;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;454.68781;
Monthly Domestic Values;6;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;672.59742;
Monthly Domestic Values;7;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;614.36031;
Monthly Domestic Values;8;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;675.23185;
Monthly Domestic Values;9;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;489.40393;
Monthly Domestic Values;10;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;399.97708;
Monthly Domestic Values;11;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;537.16806;
Monthly Domestic Values;12;2021;Hydro Pumped Storage;CH;B10;12/04/2023 11:27;100;503.63017;
Monthly Domestic Values;1;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;139.71049;
Monthly Domestic Values;2;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;155.95676;
Monthly Domestic Values;3;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;132.69877;
Monthly Domestic Values;4;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;149.2254;
Monthly Domestic Values;5;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;201.94147;
Monthly Domestic Values;6;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;289.0172;
Monthly Domestic Values;7;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;250.52819;
Monthly Domestic Values;8;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;230.3963;
Monthly Domestic Values;9;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;150.82172;
Monthly Domestic Values;10;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;137.93587;
Monthly Domestic Values;11;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;125.39496;
Monthly Domestic Values;12;2021;Hydro Run-of-river and poundage;CH;B11;12/04/2023 11:27;100;157.93493;
Monthly Domestic Values;1;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;1276.27463;
Monthly Domestic Values;2;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;850.17549;
Monthly Domestic Values;3;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;753.28299;
Monthly Domestic Values;4;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;447.63847;
Monthly Domestic Values;5;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;612.81548;
Monthly Domestic Values;6;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;1130.27884;
Monthly Domestic Values;7;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;1240.90793;
Monthly Domestic Values;8;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;1180.97035;
Monthly Domestic Values;9;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;839.4901;
Monthly Domestic Values;10;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;653.39676;
Monthly Domestic Values;11;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;1071.35788;
Monthly Domestic Values;12;2021;Hydro Water Reservoir;CH;B12;12/04/2023 11:27;100;751.72864;
Monthly Domestic Values;1;2021;Nuclear;CH;B14;12/04/2023 11:27;100;2164.0809;
Monthly Domestic Values;2;2021;Nuclear;CH;B14;12/04/2023 11:27;100;1968.8108;
Monthly Domestic Values;3;2021;Nuclear;CH;B14;12/04/2023 11:27;100;2212.9025;
Monthly Domestic Values;4;2021;Nuclear;CH;B14;12/04/2023 11:27;100;2145.9296;
Monthly Domestic Values;5;2021;Nuclear;CH;B14;12/04/2023 11:27;100;1605.9018;
Monthly Domestic Values;6;2021;Nuclear;CH;B14;12/04/2023 11:27;100;630.3874;
Monthly Domestic Values;7;2021;Nuclear;CH;B14;12/04/2023 11:27;100;1257.9236;
Monthly Domestic Values;8;2021;Nuclear;CH;B14;12/04/2023 11:27;100;1038.5376;
Monthly Domestic Values;9;2021;Nuclear;CH;B14;12/04/2023 11:27;100;1118.3573;
Monthly Domestic Values;10;2021;Nuclear;CH;B14;12/04/2023 11:27;100;1279.9778;
Monthly Domestic Values;11;2021;Nuclear;CH;B14;12/04/2023 11:27;100;1233.1352;
Monthly Domestic Values;12;2021;Nuclear;CH;B14;12/04/2023 11:27;100;2073.0257;
Monthly Domestic Values;1;2021;Solar;CH;B16;12/04/2023 11:27;100;35.64388;
Monthly Domestic Values;2;2021;Solar;CH;B16;12/04/2023 11:27;100;95.79806;
Monthly Domestic Values;3;2021;Solar;CH;B16;12/04/2023 11:27;100;219.95798;
Monthly Domestic Values;4;2021;Solar;CH;B16;12/04/2023 11:27;100;328.86322;
Monthly Domestic Values;5;2021;Solar;CH;B16;12/04/2023 11:27;100;329.87752;
Monthly Domestic Values;6;2021;Solar;CH;B16;12/04/2023 11:27;100;381.55577;
Monthly Domestic Values;7;2021;Solar;CH;B16;12/04/2023 11:27;100;325.66705;
Monthly Domestic Values;8;2021;Solar;CH;B16;12/04/2023 11:27;100;296.73541;
Monthly Domestic Values;9;2021;Solar;CH;B16;12/04/2023 11:27;100;251.1267;
Monthly Domestic Values;10;2021;Solar;CH;B16;12/04/2023 11:27;100;153.39319;
Monthly Domestic Values;11;2021;Solar;CH;B16;12/04/2023 11:27;100;58.04232;
Monthly Domestic Values;12;2021;Solar;CH;B16;12/04/2023 11:27;100;25.03827;
